文件标题,时间,来源,文件编号,宗地编号,编号,地块位置,土地位置,土地面积(亩),土地面积(平方米),土地用途,成交价(万元),竞得人,公示期,联系单位,单位地址,邮政编码,联系电话,爬取地址url,唯一标识,
关于CG-1382地块出让的结果公示,2014-01-30,山西省自然资源厅,,CG-1382,,赵庄新村、滨河东路以东、龙康街以北,赵庄新村、滨河东路以东、龙康街以北,22803.74,住宅,住宅,10771,恒大地产集团有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140130_79300.shtml,c010a007e942b889c8c544c3402b2e4c,
关于CG-1383地块出让的结果公示,2014-01-30,山西省自然资源厅,,CG-1383,,赵庄新村、滨河东路以东、龙康街以北,赵庄新村、滨河东路以东、龙康街以北,62576.15,住宅、商业,住宅、商业,29872,恒大地产集团有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140130_79301.shtml,6381b517102cfa8aebdf50c8cc290263,
关于CG-1384地块出让的结果公示,2014-01-30,山西省自然资源厅,,CG-1384,,赵庄新村、滨河东路以东、龙康街以北,赵庄新村、滨河东路以东、龙康街以北,112036.59,住宅、商业,住宅、商业,52262,恒大地产集团有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140130_79302.shtml,8dba79e3f0f0693ba748d93ac46b58af,
太原市国土资源局关于CG-1385地块出让的结果公示,2014-01-30,山西省自然资源厅,,CG-1385,,北河湾以东、太铁宿舍以南、省肿瘤医院以西、太原市物资回收利用总公司享堂分公司以北,北河湾以东、太铁宿舍以南、省肿瘤医院以西、太原市物资回收利用总公司享堂分公司以北,24432.24,住宅商业,住宅商业,17010,山西融智信房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140130_79303.shtml,0ecc1dcff29cc29d2c1d5073af8071a7,
太原市国土资源局关于SP-1401地块出让的结果公示,2014-02-13,山西省自然资源厅,,SP-1401,,小店区大吴社区，东至山针中路，南至中心街，西至唐槐路、省汾河一坝分局用地，北至荣军北街,小店区大吴社区，东至山针中路，南至中心街，西至唐槐路、省汾河一坝分局用地，北至荣军北街,44575.09,66.68,商业住宅,33850,山西亿成房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201402/t20140213_79304.shtml,e5cb319dc39a7ad607c45f28cfec6edb,
国有土地使用权招拍挂出让成交公示,2014-03-12,山西省自然资源厅,,土地面积(公顷),,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201403/t20140312_79288.shtml,b40c0ffb9e5bebb75f7f78be525a6ec7,
国有土地使用权招拍挂出让成交公示,2014-03-12,山西省自然资源厅,,备注：,,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201403/t20140312_79288.shtml,b40c0ffb9e5bebb75f7f78be525a6ec7,
太原市国土资源局关于SG-1402地块出让的结果公示,2014-04-11,山西省自然资源厅,,SG-1402,,迎泽区东太堡街车管所周边,迎泽区东太堡街车管所周边,214027.58,321.04,商业、住宅、中学,91780,太原市龙城发展投资有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201404/t20140411_79305.shtml,0b7f7c134dd9473cb5e35912e1ddad3f,
太原市国土资源局关于SP-1410地块出让的结果公示,2014-04-24,山西省自然资源厅,,SP-1410,,北至南站西广场 南至农科路、中心街北街,北至南站西广场 南至农科路、中心街北街,37520.88,56.28,商业,19300,山西顺康房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201404/t20140424_79306.shtml,c1634e593694208c8f690a9c770153bd,
太原市国土资源局关于SG-1411地块出让的结果公示,2014-05-16,山西省自然资源厅,,SG-1411,,位于山西省农业生产资料公司以东、光明路以西,位于山西省农业生产资料公司以东、光明路以西,14355.56,商业,商业,13040,太原高铁置地有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201405/t20140516_79307.shtml,18325f9de6b9eb1625fe93aec3778bdc,
太原市国土资源局关于SG-1414地块出让的结果公示,2014-05-27,山西省自然资源厅,,SG-1414,,位于五一东街，四至：北至山西金海港房地产开发有限公司用地，西至太原铁路局用地，南至省电力公司用地，东至山西金海港房地产开发有限公司用地,位于五一东街，四至：北至山西金海港房地产开发有限公司用地，西至太原铁路局用地，南至省电力公司用地，东至山西金海港房地产开发有限公司用地,3203.96,商业住宅,商业住宅,5180,山西金海港房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201405/t20140527_79308.shtml,732505f4ebf18bd9745dcb378942e636,
太原市国土资源局关于SWG-1416地块出让的结果公示,2014-06-18,山西省自然资源厅,,SWG-1416,,位于坞城南路和师范街路口西南角，四至：北至师范街、东至坞城南路、西至山西省公路局用地,位于坞城南路和师范街路口西南角，四至：北至师范街、东至坞城南路、西至山西省公路局用地,1551.36,商业,商业,2530,山西龙珠大厦(有限公司),,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201406/t20140618_79309.shtml,f0dd65e86456fdc3a163eb4c01616f8e,
太原市国土资源局关于SG-1418地块出让的结果公示,2014-07-08,山西省自然资源厅,,SG-1418,,位于杏花岭区，新村路以东、凯旋街以南、太行路以西、规划路以北,位于杏花岭区，新村路以东、凯旋街以南、太行路以西、规划路以北,35430.72,商业、住宅,商业、住宅,25740,太原市龙城北部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201407/t20140708_79312.shtml,bf26ad59cc5eeb13cf57bab819419557,
太原市国土资源局关于SG-1419地块出让的结果公示,2014-07-28,山西省自然资源厅,,SG-1419,,太原市解放北路161号，北至太原名都房地产开发有限公司，南至北中环街，东至规划路，西至道路。,太原市解放北路161号，北至太原名都房地产开发有限公司，南至北中环街，东至规划路，西至道路。,14867.78,22.3,居住兼容商业,8830,山西华源电化有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201407/t20140728_79313.shtml,2f02a59245502b71a97076f946feb9a3,
太原市局关于SWG-1421地块出让的结果公示,2014-09-09,山西省自然资源厅,,SWG-1421,,位于市府街以南、新晋祠路以西,位于市府街以南、新晋祠路以西,41092.68,61.64,住宅商业小学,41270,太原化学工业集团房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201409/t20140909_79316.shtml,8987d8a914dbb3ff6cff8b09e2ceab55,
太原市国土局关于SG-1422地块出让的结果公示,2014-09-05,山西省自然资源厅,,SG-1422,,小店区东桥村、温家堡、西攒村，四至：东至大运西路，南至八号线用地,小店区东桥村、温家堡、西攒村，四至：东至大运西路，南至八号线用地,48552.02,72.83,工业,3750,山西美特好连锁超市股份有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201409/t20140905_79315.shtml,00d385d89e35dc5596b2ca98ce03cf10,
太原市国土局关于SG-1425地块出让的结果公示,2014-10-17,山西省自然资源厅,,SG-1425,,位于尖草坪区南渣线,位于尖草坪区南渣线,1005.57,1.51,供热设施用地,550,太原市城北热力有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201410/t20141017_79317.shtml,d0f7f42372bb1adbf4613770aef40fee,
太原市国土局关于SG-1426地块出让的结果公示,2014-10-21,山西省自然资源厅,,SG-1426,,坞城路95号，许坦西街以南、汾河一坝用地以北,坞城路95号，许坦西街以南、汾河一坝用地以北,9244.4,13.87,住宅,8380,山西仁义房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201410/t20141021_79318.shtml,33d7fde70063c94180770e7bcf66ce25,
太原市国土局关于SG-1420地块出让的结果公示,2014-10-23,山西省自然资源厅,,SG-1420,,位于长风商务区，山西顺德房地产开发有限公司用地以南、市河西农产品有限公司用地以西,位于长风商务区，山西顺德房地产开发有限公司用地以南、市河西农产品有限公司用地以西,1150.13,1.73,商业,1890,山西硕和顺德房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201410/t20141023_79319.shtml,151fb482508fc601d9c040d900161916,
太原市国土局关于SG-1427地块出让的结果公示,2014-10-23,山西省自然资源厅,,SG-1427,,位于太原市迎泽区郝庄新正街1号。四至范围为：东至经园路；西至太行路地块一以东；南至王家峰街地块八以北；北至南沙河南辅路东段地块六以南,位于太原市迎泽区郝庄新正街1号。四至范围为：东至经园路；西至太行路地块一以东；南至王家峰街地块八以北；北至南沙河南辅路东段地块六以南,42108.69,63.16,居住兼容商业,17880,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201410/t20141023_79320.shtml,4209f2dd81d94b7398da68f39dcd3de0,
太原市国土局关于SG-1430、SG-1412地块出让的结果公示,2014-10-24,山西省自然资源厅,,SG-1430,,敦化北路以西、规划路以北以南以东,敦化北路以西、规划路以北以南以东,59928.29,89.89,居住兼容商业,26660,太原市龙城北部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201410/t20141024_79321.shtml,57713dcb40445181a964734f33c0ed62,
太原市国土局关于SG-1430、SG-1412地块出让的结果公示,2014-10-24,山西省自然资源厅,,SG-1412,,红沟北路26号，北至府东街、东至省汽车集团公司用地，西至规划路，南至市经济适用房发展中心用地、市地方建材总厂用地,红沟北路26号，北至府东街、东至省汽车集团公司用地，西至规划路，南至市经济适用房发展中心用地、市地方建材总厂用地,31229.51,46.84,商业住宅,28160,山西顺华置地房地产开发有限公司和山西顺康房地产开发有限公司联合,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201410/t20141024_79321.shtml,57713dcb40445181a964734f33c0ed62,
太原市国土局关于SG-1432地块出让的结果公示,2014-11-05,山西省自然资源厅,,SG-1432,,南内环东街以北、太行路以东,南内环东街以北、太行路以东,20299.4,30.45,住宅商业,11780,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201411/t20141105_79322.shtml,a17a6037d1bb73c41d8909d1c459f72c,
太原市国土局关于SG-1433地块出让的结果公示,2014-11-05,山西省自然资源厅,,SG-1433,,南内环东街以北、太行路以东,南内环东街以北、太行路以东,18535.3,27.8,住宅商业,10690,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201411/t20141105_79323.shtml,102ab3a72f296c407a2aa81a76ac032f,
太原市国土局关于SG-1434地块出让的结果公示,2014-11-05,山西省自然资源厅,,SG-1434,,南内环东街以北、太行路以东,南内环东街以北、太行路以东,45724.06,68.59,住宅商业,19660,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201411/t20141105_79324.shtml,d0efb1ae323eb9ef9176c8a6143cb4fc,
太原市国土局关于SG-1435地块出让的结果公示,2014-11-05,山西省自然资源厅,,SG-1435,,南内环东街以北、太行路以东,南内环东街以北、太行路以东,57157.86,85.74,住宅商业,24420,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201411/t20141105_79325.shtml,04c96822365dfe0e229c13f8f51925f6,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年3号）,2020-04-02,晋中市规划和自然资源局,晋中自然结字[2020]03号,,JZGT2020T09,,东、西、北至郭村，南至规划路,,44654.56,工业用地,1889,山西晋世缘畜牧开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202004/t20200402_169687.shtml,2718964206a6977c90eddad408657c6f,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年3号）,2020-04-02,晋中市规划和自然资源局,晋中自然结字[2020]03号,,JZGT2019T50,,晋中市龙城大街区域第五组团规划南二路南侧、规划纵十三路西侧,,38015.78,商业、住宅用地,,流拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202004/t20200402_169687.shtml,2718964206a6977c90eddad408657c6f,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年3号）,2020-04-02,晋中市规划和自然资源局,晋中自然结字[2020]03号,,JZGT2019T49,,晋中市龙城大街区域第五组团规划南二路南侧、规划纵十二路东侧,,30725.22,商业、住宅用地,,流拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202004/t20200402_169687.shtml,2718964206a6977c90eddad408657c6f,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年3号）,2020-04-02,晋中市规划和自然资源局,晋中自然结字[2020]03号,,JZGT2019T47,,晋中市龙城大街区域第五组团规划南二路北侧、规划纵十三路西侧,,20609.92,城镇混合住宅用地,,流拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202004/t20200402_169687.shtml,2718964206a6977c90eddad408657c6f,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年3号）,2020-04-02,晋中市规划和自然资源局,晋中自然结字[2020]03号,,JZGT2019T46,,晋中市龙城大街区域第五组团规划南二路北侧、规划纵十二路东侧,,48702.07,商业、住宅用地,,流拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202004/t20200402_169687.shtml,2718964206a6977c90eddad408657c6f,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年3号）,2020-04-02,晋中市规划和自然资源局,晋中自然结字[2020]03号,,JZGT2019T44,,晋中市龙城大街区域第四组团规划南二路南侧、规划纵十路东侧,,28515.08,城镇单一住宅用地,,流拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202004/t20200402_169687.shtml,2718964206a6977c90eddad408657c6f,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年3号）,2020-04-02,晋中市规划和自然资源局,晋中自然结字[2020]03号,,JZGT2019T43,,晋中市龙城大街区域第4组团规划南一路北侧、规划纵九路东侧,,40346.3,商业、住宅用地,,流拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202004/t20200402_169687.shtml,2718964206a6977c90eddad408657c6f,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年3号）,2020-04-02,晋中市规划和自然资源局,晋中自然结字[2020]03号,,JZGT2019T42,,晋中市龙城大街区域第四组团规划南二路北侧、规划纵九路东侧,,58831.79,商业、住宅用地,,流拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202004/t20200402_169687.shtml,2718964206a6977c90eddad408657c6f,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年3号）,2020-04-02,晋中市规划和自然资源局,晋中自然结字[2020]03号,,JZGT2019T19,,蕴华街北侧、九中便民市场东侧,,12070.85,商业、住宅用地,,延期,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202004/t20200402_169687.shtml,2718964206a6977c90eddad408657c6f,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年9号,2019-08-11,晋中市规划和自然资源局,晋开示字（2019）9号,GK2018-33,,潇河产业园晋中起步区兴隆北街南侧、榆次修文粮食仓库西侧,,131.1319,,工业,3515,山西建投装饰产业有限公司,2019年8月9日 至 2019年8月14日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201908/t20190811_124947.shtml,05405b6caa21881dc57c42bb13649ac2,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年16号,2019-11-23,晋中市规划和自然资源局,晋开示字（2019）16号,GK2019-12,,华益巷北侧、社火公园东侧,,56.5101,,商住、社会停车场,20730,山西颐景房地产开发有限公司,2019年11月22日 至 2019年11月27日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201911/t20191123_137696.shtml,c67fc9d327cbc7d581c70924a6434c0b,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年17号,2019-12-04,晋中市规划和自然资源局,晋开示字（2019）17号,GK2019-29,,鸣谦大街北侧、原山西省能源国际物流有限公司用地,,139.1613,,商服,28440,山西保罗置业有限公司,2019年12月4日 至 2019年12月9日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191204_140068.shtml,faac47c7ff58175a4c1c79af53c624c3,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年17号,2019-12-04,晋中市规划和自然资源局,晋开示字（2019）17号,GK2019-22,,安宁西街北侧、箕城路东侧,,86.3637,,住宅,,流拍,2019年12月4日 至 2019年12月9日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191204_140068.shtml,faac47c7ff58175a4c1c79af53c624c3,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年17号,2019-12-04,晋中市规划和自然资源局,晋开示字（2019）17号,GK2019-23,,安宁西街北侧、园区路西侧,,97.542,,住宅,,流拍,2019年12月4日 至 2019年12月9日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191204_140068.shtml,faac47c7ff58175a4c1c79af53c624c3,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年17号,2019-12-04,晋中市规划和自然资源局,晋开示字（2019）17号,GK2019-24,,使赵大街南侧、园区路西侧,,95.6584,,住宅、幼儿园,,流拍,2019年12月4日 至 2019年12月9日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191204_140068.shtml,faac47c7ff58175a4c1c79af53c624c3,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年17号,2019-12-04,晋中市规划和自然资源局,晋开示字（2019）17号,GK2019-25,,使赵片区横九路北侧、纵七路西侧,,55.2913,,商住,,流拍,2019年12月4日 至 2019年12月9日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191204_140068.shtml,faac47c7ff58175a4c1c79af53c624c3,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年19号,2019-12-10,晋中市规划和自然资源局,晋开示字（2019）19号,GK2019-13,,潇河产业园区晋中起步区小牛线南侧、综合通道东侧,,399.37,,工业,11182,山西美锦氢能科技有限公司,2019年12月9日 至 2019年12月14日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191210_141121.shtml,2a5650ea28a3776dc64d8e98ce2f3a1d,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年19号,2019-12-10,晋中市规划和自然资源局,晋开示字（2019）19号,GK2019-19,,东贾村创业街北侧、华卫药业西侧,,19.2009,,商住,2304,山西龙辰房地产开发有限公司,2019年12月9日 至 2019年12月14日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191210_141121.shtml,2a5650ea28a3776dc64d8e98ce2f3a1d,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T62,,北部新城广安街北侧、新建北路东侧,,56078.56,商业、住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T61,,新建北路西侧、文津街北侧,,117182.29,商业、住宅用地,68607,太原保利房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T60,,道北西街南侧、新建路东侧,,8936.24,商业、住宅用地,6463,晋中市天元房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T59,,广安街南侧、兴源路西侧,,41505.77,工业用地,3133,晋中市瑞阳热电联产供热有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T58,,晋中市龙城大街区域第二组团规划南三路南侧、规划纵四路西侧,,73217.45,城镇单一住宅用地,37448,山西通建房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T50,,晋中市龙城大街区域第五组团规划南二路南侧、规划纵十三路西侧,,38015.78,商业、住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T49,,晋中市龙城大街区域第五组团规划南二路南侧、规划纵十二路东侧,,30725.22,商业、住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T48,,晋中市龙城大街区域第五组团规划南二路北侧、规划纵十三路西侧,,9722.85,--科教用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T47,,晋中市龙城大街区域第五组团规划南二路北侧、规划纵十三路西侧,,20609.92,城镇混合住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T46,,晋中市龙城大街区域第五组团规划南二路北侧、规划纵十二路东侧,,48702.07,商业、住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T44,,晋中市龙城大街区域第四组团规划南二路南侧、规划纵十路东侧,,28515.08,城镇单一住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T43,,晋中市龙城大街区域第4组团规划南一路北侧、规划纵九路东侧,,40346.3,商业、住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T42,,晋中市龙城大街区域第四组团规划南二路北侧、规划纵九路东侧,,58831.79,商业、住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
