文件标题,信息时间,正文标题,公告编号,出让时间,公告类型,宗地编号,地块编号,宗地位置,宗地坐落,土地用途,规划土地用途,出让年限,使用年限,批准机关及文号,规划用地面积〔m2),规划面积(m2),出让面积(m2),出让用地面积(m2),宗地出让面积,建筑密度,容积率,绿地率,绿地率(%),建筑控制高度(m),建筑控制高度(米),建筑系数(%),投资强度(万元/公顷),土地估价备案号,是否省重点,现状土地条件,竞买保证金,竟买保证金(万元),起叫价,出让起始价(万元),加价幅度,是否设置保留价,挂牌开始时间,挂牌截止时间,获取出让文件时间,提交竞买申请时间,保证金截止时间,确认竞买资格时间,联系地址,联系电话,联系人,保证金账户开户单位/户名,保证金账户账号,保证金账户开户行,出让金账户开户单位/户名,出让金账户开户行,出让金账户账号,爬取地址url,唯一标识,
武平县自然资源局国有土地使用权拍卖出让公告,2019/5/13,武平县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-2,,,,住宅用地-城镇住宅用地（普通住宅）,,住宅70年,,武政文〔2018〕322号,403,,,,,72.7,2.73,,27.3,,,,,,,,16,,80,,0.5,,,,,,,,,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b194afb-c99f-4af5-a6e4-c052357dd1cf&CategoryNum=084002,30de46f3ba62dbbf2e2a2f4226710baf
武平县自然资源局国有土地使用权拍卖出让公告,2019/5/13,武平县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-4,,,,商服用地-商务金融用地（办公楼）,,商服40年,,武政文〔2019〕41号,625,,,,,≤44.8,≤2.2,,≥30,,,,,,,,10,,46,,1,,,,,,,,,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b194afb-c99f-4af5-a6e4-c052357dd1cf&CategoryNum=084002,30de46f3ba62dbbf2e2a2f4226710baf
武平县自然资源局国有土地使用权拍卖出让公告,2019/5/13,武平县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-5,,,,公共管理与公共服务用地-医疗卫生用地（康复中心）,,公共管理与公共服务50年,,武政文〔2019〕68号,4318,,,,,20-30,1.4-1.6,,≥35,,,,,,,,60,,300,,2,,,,,,,,,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b194afb-c99f-4af5-a6e4-c052357dd1cf&CategoryNum=084002,30de46f3ba62dbbf2e2a2f4226710baf
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/5/16,龙岩市自然资源局国有建设用地使用权拍卖出让公告,,2019年6月11日上午9时,出让公告,2019拍-G11,,,龙祥路北侧，西外环西侧,工矿仓储用地-仓储用地（工业仓储）,,50年,,,,,,,,,≥0.8且＜1.1,,,,,,(万元/公顷)：,3505018BB0053,,,1167万元,,5835万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=72889b50-5a8f-4ab2-a2d5-aefe49db776c&CategoryNum=084002,225d579715b3e48e0dc307b7613a71e8
连城县自然资源局国有土地使用权挂牌出让公告,2019/5/15,连城县自然资源局国有土地使用权挂牌出让公告,,,出让公告,G2019-1,,,,工矿仓储用地—工业用地（农副食品加工业*其他未列明农副食品加工）,,,50年,,13322,,,,,,1.2≤,,≤20,,,,,,,,34,,167,167,1,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司, 江先生 ,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=a4c27b37-fcee-4521-a37a-5a9a8df35941&CategoryNum=084002,3555b0c68e104091e35a7f70eee70327
连城县自然资源局国有土地使用权拍卖出让公告,2019/6/1,连城县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-3,,,,住宅用地——城镇住宅用地（普通住宅）商服用地——零售商业用地（商铺，且不含商业办公用地）商服用地——批发市场用地（农贸市场，不可销售）商服用地——其他商服用地（停车楼，不可销售）,,,商服用地：40年；住宅用地：70年。,闽政地〔2018〕781号连政综〔2018〕319号,49161,,,,,＜40,1.0＜＜2.75,,≥30,,,,,,,,4350,,,,50,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司,钱女士 江先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=3c3030bc-a887-4e31-b31d-9cf655fd5de0&CategoryNum=084002,01296c8e8de1ead34201c178f4a96765
连城县自然资源局国有土地使用权拍卖出让公告,2019/6/1,连城县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-4,,,,住宅用地--城镇住宅用地（普通住宅）、商服用地--零售商业用地（商铺，且不含商业办公用地）,,,商服用地：40年；住宅用地：70年,连政综〔2018〕319号,2433,,,,,≤26,1.0＜＜2.14,,≥12,,,,,,,,130,,,,5,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司,钱女士 江先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=3c3030bc-a887-4e31-b31d-9cf655fd5de0&CategoryNum=084002,01296c8e8de1ead34201c178f4a96765
龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,2019/6/6,龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,永自然资〔2019〕128号,,出让公告,2019-挂-08,,永定工业园区西环路东侧,,,工矿仓储用地—工业用地（计算机、通讯和其他电子设备制造业）,50年,,,,30837,30837,,,,1.4≤FAR≤3.0,,10%≤G≤20%,,,,,,,,,,,,,,2019年6月26日 8时0分0秒, 2019年7月9日17时0分0秒,,2019年6月26日 8时0分0秒至 2019年7月9日,2019年6月26日 8时0分0秒至 2019年7月9日,2019年6月26日 8时0分0秒至 2019年7月9日,龙岩市永定区自然资源局土地利用股 ；,0597-3011915 ；,土地利用股工作人员 ；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=9dc6126a-b216-43e9-8fc0-5b7ab0ec90cb&CategoryNum=084002,25548453f342883020e9c656ec33b455
连城县自然资源局国有土地使用权拍卖出让公告,2019/6/4,连城县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-3,,,,住宅用地——城镇住宅用地（普通住宅）商服用地——零售商业用地（商铺，且不含商业办公用地）商服用地——批发市场用地（农贸市场，不可销售）商服用地——其他商服用地（停车楼，不可销售）,,,商服用地：40年；住宅用地：70年。,闽政地〔2018〕781号连政综〔2018〕319号,49161,,,,,＜40,1.0＜＜2.75,,≥30,,,,,,,,4350,,,,50,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司,钱女士 江先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=0ddc1e36-7ac5-4efa-a2e4-c2709d1015ec&CategoryNum=084002,4f4cc0a76c8e4f2e30ae66070c3237d8
连城县自然资源局国有土地使用权拍卖出让公告,2019/6/4,连城县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-4,,,,住宅用地--城镇住宅用地（普通住宅）、商服用地--零售商业用地（商铺，且不含商业办公用地）,,,商服用地：40年；住宅用地：70年,连政综〔2018〕319号,2433,,,,,≤26,1.0＜＜2.14,,≥12,,,,,,,,130,,,,5,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司,钱女士 江先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=0ddc1e36-7ac5-4efa-a2e4-c2709d1015ec&CategoryNum=084002,4f4cc0a76c8e4f2e30ae66070c3237d8
龙岩市永定区自然资源局国有建设用地使用权拍卖出让公告,2019/6/14,龙岩市永定区自然资源局国有建设用地使用权拍卖出让公告,,2019年7月10日上午10时整,出让公告,2019-拍-09,,体育中心运动场南侧,,,住宅用地—城镇住宅用地（普通住宅）、商服用地—零售商业用地（商店、不含商业办公）,住宅70年，商业40年,,,,5750,5225,,,,1.0＜FAR≤2.8,,≥30%,,,,,,,,439,,2195,2195,,,2019年6月15日,7月5日的正常上班时间，,2019年6月15日至7月5日的正常上班时间，,,,,龙岩市永定区自然资源局土地利用股 ；,0597-3011915 ；,土地利用股工作人员 ；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=781939fe-b8f8-4dc6-a85b-14f28eb5f491&CategoryNum=084002,4db860f5fd27e3856ff3392c9317bc15
龙岩市永定区自然资源局国有建设用地使用权拍卖出让公告,2019/6/14,龙岩市永定区自然资源局国有建设用地使用权拍卖出让公告,,2019年7月10日上午10时整,出让公告,2019-拍-10,,凤城街道体育馆对面,,,住宅用地—城镇住宅用地（普通住宅）、商服用地—零售商业用地（商店、不含商业办公）,住宅70年，商业40年,,,,6413,6413,,,,1.0＜FAR≤2.8,,≥30%,,,,,,,,577.2,,2886,2886,,,2019年6月15日,7月5日的正常上班时间，,2019年6月15日至7月5日的正常上班时间，,,,,龙岩市永定区自然资源局土地利用股 ；,0597-3011915 ；,土地利用股工作人员 ；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=781939fe-b8f8-4dc6-a85b-14f28eb5f491&CategoryNum=084002,4db860f5fd27e3856ff3392c9317bc15
武平县自然资源局关于武平县工业园区H04-21等2幅地块国有土地使用权挂牌出让公告,2019/7/3,武平县自然资源局关于武平县工业园区H04-21等2幅地块国有土地使用权挂牌出让公告,,,出让公告,G2019-7,,,,,,,,,,,33333,,,,≥1.4,,15-20,,,≥40,,,,,,68,,340,2万元/次,,2019年7月25日 8时0分0秒 , 2019年8月5日 16时0分0秒,,2019年7月25日 8时0分0秒 至 2019年8月5日,2019年7月25日 8时0分0秒 至 2019年8月5日,2019年7月25日 8时0分0秒 至 2019年8月5日,平川街道西环路21-4号 ,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=bd499685-9f0f-4c3f-a6f1-f94b2c312c15&CategoryNum=084002,4bdb84b0c04c8d3a2334c08a415c8eb5
武平县自然资源局关于武平县工业园区H04-21等2幅地块国有土地使用权挂牌出让公告,2019/7/3,武平县自然资源局关于武平县工业园区H04-21等2幅地块国有土地使用权挂牌出让公告,,,出让公告,G2019-8,,,,,,,,,,,5757,,,,≥0.7,,15-20,,,≥40,,,,,,11,,53,1万元/次,,2019年7月25日 8时0分0秒 , 2019年8月5日 16时0分0秒,,2019年7月25日 8时0分0秒 至 2019年8月5日,2019年7月25日 8时0分0秒 至 2019年8月5日,2019年7月25日 8时0分0秒 至 2019年8月5日,平川街道西环路21-4号 ,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=bd499685-9f0f-4c3f-a6f1-f94b2c312c15&CategoryNum=084002,4bdb84b0c04c8d3a2334c08a415c8eb5
漳平市自然资源局国有土地使用权拍卖出让公告,2019/7/17,漳平市自然资源局国有土地使用权拍卖出让公告,,,出让公告,2019拍-1号,,,,,,70年,,,,,,,32784平方米,,大于或等于2.3并且小于或等于2.5,,大于或等于30,,,,万元/公顷,3505019BA0018,,净地,2430万元,,8100万元,,10万元,,,,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,漳平市自然资源局自然资源开发利用与国土空间用途管制股,0597-7538821,李女士，张女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=a06ec1da-7c05-4b41-a060-d95a1120d44b&CategoryNum=084002,83f0d0aaf4bcd3e0d78d8156385605d7
漳平市自然资源局国有土地使用权拍卖出让公告,2019/7/17,漳平市自然资源局国有土地使用权拍卖出让公告,,,出让公告,2019拍-3号,,,,,,70年,,,,,,,5976平方米,,大于或等于4.3并且小于或等于4.8,,大于或等于25,,,,万元/公顷,3505319BC0003,,净地,1650万元,,5500万元,,10万元,,,,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,漳平市自然资源局自然资源开发利用与国土空间用途管制股,0597-7538821,李女士，张女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=a06ec1da-7c05-4b41-a060-d95a1120d44b&CategoryNum=084002,83f0d0aaf4bcd3e0d78d8156385605d7
漳平市自然资源局国有土地使用权拍卖出让公告 （更正公告）,2019/7/18,漳平市自然资源局国有土地使用权拍卖出让公告 （更正公告）,,,出让公告,2019拍-1号,,,,,,70年,,,,,,,32784平方米,,大于或等于2.3并且小于或等于2.5,,大于或等于30,,,,万元/公顷,3505019BA0018,,净地,2430万元,,8100万元,,10万元,,,,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,漳平市自然资源局自然资源开发利用与国土空间用途管制股,0597-7538821,李女士，张女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=ea291058-cafa-44fd-b7fe-55688ed2a54d&CategoryNum=084002,511ff70c43b6466f8ea7fbab0f991fc5
漳平市自然资源局国有土地使用权拍卖出让公告 （更正公告）,2019/7/18,漳平市自然资源局国有土地使用权拍卖出让公告 （更正公告）,,,出让公告,2019拍-3号,,,,,,70年,,,,,,,5976平方米,,大于或等于4.3并且小于或等于4.8,,大于或等于25,,,,万元/公顷,3505319BC0003,,净地,1650万元,,5500万元,,10万元,,,,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,2019年08月06日 至 2019年08月09日,漳平市自然资源局自然资源开发利用与国土空间用途管制股,0597-7538821,李女士，张女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=ea291058-cafa-44fd-b7fe-55688ed2a54d&CategoryNum=084002,511ff70c43b6466f8ea7fbab0f991fc5
上杭县自然资源局国有土地使用权拍卖出让公告,2019/7/23,上杭县自然资源局国有土地使用权拍卖出让公告,           杭自然资告字[2019]04号,2019年08月14日09时30分,出让公告,2019拍01,,,上杭临城镇西郊村地段,住宅用地-城镇住宅用地（普通住宅）出让年限：70年,,70年,,,,,,,23193平方米,小于或等于20,大于1并且小于或等于2.4,,大于35,,小于或等于80,,万元/公顷,3510519BB0002,,净地,1760万元,,8800万元,,10万元,,,,2019年07月23日至2019年08月12日,,,,上杭县北环中路171号,0597-3132818,王先生、邓女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=86a393d4-4970-4d3a-84e4-2dce4129c570&CategoryNum=084002,40e1d1de7ce788f0e5338dccc3d83b8b
上杭县自然资源局国有土地使用权拍卖出让公告,2019/7/23,上杭县自然资源局国有土地使用权拍卖出让公告,           杭自然资告字[2019]04号,2019年08月14日09时30分,出让公告,2019拍03号,,,上杭县北环路与西环路交叉口西南侧,普通商品房,,40年、70年,,,,,,,6437平方米,小于或等于20,大于1并且小于或等于3,,大于25,,小于或等于80,,万元/公顷,3508619BA0004,,净地,1160万元,,5800万元,,10万元,,,,2019年07月23日至2019年08月12日,,,,上杭县北环中路171号,0597-3132818,王先生、邓女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=86a393d4-4970-4d3a-84e4-2dce4129c570&CategoryNum=084002,40e1d1de7ce788f0e5338dccc3d83b8b
长汀县自然资源局国有建设用地使用权拍卖出让公告,2019/8/9,长汀县自然资源局国有建设用地使用权拍卖出让公告,,,出让公告,2019P13,2019P13,大同镇罗坊村,,商服用地—批发市场用地（农贸市场）、零售商业用地；住宅用地—城镇住宅用地,,,商服40年住宅70年,长汀县人民政府汀政综〔2019〕190号,43500,,,,,,1.5-1.8,,≥30%,檐口高度≤24米,,,,,,,5460万元,,,,10万元及10万元的整倍数,,,,,,,,长汀县行政服务中心自然资源窗口,0597-6802928,赖先生、林女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=371e3d33-09d8-4998-aeb6-4489a77b25f2&CategoryNum=084002,ceff73e646c15cd275da74c590f1fb4d
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/8/13,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]9号)经龙岩市人民政府批准，龙岩市自然资源局定于2019年9月4日上午9时，在龙岩市公共资源交易中心五楼3号交易厅（交易厅3），拍卖出让三幅国有建设用地使用权。现就有关事项公告如下：,2019年9月4日上午9时,出让公告,2019拍-10,2019拍-10,北外环南侧、龙岩北出口西侧（数字经济产业园A地块）,,商服用地-零售商业用地（商店）、商服用地-旅馆用地（酒店、服务型公寓）、商服用地－商务金融用地（办公楼、写字楼）,,,商服：40年,龙政地[2019] 123号,83725,,,83725,,20-30,≥1.4且<1.6,,30-35,≤100,,,,,,,,,12800,,,,,,,,,,,,廖先生、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5f9a9f41-067f-4f83-8579-601b6b5b352a&CategoryNum=084002,458707db84be97415eaf5e6d359e6447
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/8/13,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]9号)经龙岩市人民政府批准，龙岩市自然资源局定于2019年9月4日上午9时，在龙岩市公共资源交易中心五楼3号交易厅（交易厅3），拍卖出让三幅国有建设用地使用权。现就有关事项公告如下：,2019年9月4日上午9时,出让公告,2019拍-11,2019拍-11,志高动漫城南侧，龙腾南路西侧（东园C出让地块）,,住宅用地-城镇住宅用地（普通商品房）、商服用地-零售商业用地（商店，不含商业办公）,,,商服：40年住宅：70年,龙政地[2019] 123号,47881,,,43933,,10月20日,≥1.5且<2.0,,30-40,≤80（其中住宅建筑≥24米，商业建筑≤12）,,,,,,,,,33000,,,,,,,,,,,,廖先生、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5f9a9f41-067f-4f83-8579-601b6b5b352a&CategoryNum=084002,458707db84be97415eaf5e6d359e6447
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/8/13,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]9号)经龙岩市人民政府批准，龙岩市自然资源局定于2019年9月4日上午9时，在龙岩市公共资源交易中心五楼3号交易厅（交易厅3），拍卖出让三幅国有建设用地使用权。现就有关事项公告如下：,2019年9月4日上午9时,出让公告,2019拍-13,2019拍-13,青云路南侧，民园路东侧（龙州1号地块）,,住宅用地－城镇住宅用地（普通商品房）、公共管理与公共服务用地－教育用地（幼儿园）、商服用地－零售商业用地（商店，不含商业办公）,,,商服：40年住宅：70年公共管理与公共服务：50年,龙政地[2019] 123号,32084,,,30442,,10月20日,≥1.8且<2.1,,30-40,≤54（其中住宅建筑≥24，幼儿园建筑≤20）,,,,,,,,,16000,,,,,,,,,,,,廖先生、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5f9a9f41-067f-4f83-8579-601b6b5b352a&CategoryNum=084002,458707db84be97415eaf5e6d359e6447
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/8/20,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]10号)经龙岩市人民政府批准，龙岩市自然资源局定于2019年9月12日上午9时，在龙岩市公共资源交易中心五楼3号交易厅（交易厅3），拍卖出让三幅国有建设用地使用权。现就有关事项公告如下：,2019年9月12日上午9时,出让公告,2019拍-12,2019拍-12,龙腾北路东侧，罗龙东路北侧（西安溪垅1号地块）,,商服用地-批发市场用地（水果批发市场）,,,商服：40年,龙政地[2019] 123号,7140,,,7140,,25-35,≥1.2且<1.5,,15-25,≤16,,,,,,,,,4150,,,,,,,,,,,,廖先生、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=667fef56-e5bf-4062-936e-f7544cb034f4&CategoryNum=084002,ffda5a43757462786747e03fa08d6400
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/8/20,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]10号)经龙岩市人民政府批准，龙岩市自然资源局定于2019年9月12日上午9时，在龙岩市公共资源交易中心五楼3号交易厅（交易厅3），拍卖出让三幅国有建设用地使用权。现就有关事项公告如下：,2019年9月12日上午9时,出让公告,2019拍-14,2019拍-14,罗龙路北侧，西站北路东侧（大洋文苑小区地块）,,住宅用地-城镇住宅用地（普通商品房、安置房）、商服用地-零售商业用地（商场、商店，不含商业办公）,,,商服：40年住宅：70年,龙政地[2019] 123号,31135,,,31135,,20-30,≥3.5且<4.1,,30-40,≤100,,,,,,,,,32000,,,,,,,,,,,,廖先生、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=667fef56-e5bf-4062-936e-f7544cb034f4&CategoryNum=084002,ffda5a43757462786747e03fa08d6400
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/8/20,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]10号)经龙岩市人民政府批准，龙岩市自然资源局定于2019年9月12日上午9时，在龙岩市公共资源交易中心五楼3号交易厅（交易厅3），拍卖出让三幅国有建设用地使用权。现就有关事项公告如下：,2019年9月12日上午9时,出让公告,2019拍-15,2019拍-15,华莲路、犀牛路交叉口西南侧（陈陂2号地块）,,住宅用地-城镇住宅用地（普通商品房）、商服用地-零售商业用地（商店、商场、超市，不含商业办公）,,,商服：40年 住宅：70年,龙政地[2019] 123号,5840,,,5840,,25-35,≥2.8且<3.11,,30-35,≤100,,,,,,,,,8200,,,,,,,,,,,,廖先生、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=667fef56-e5bf-4062-936e-f7544cb034f4&CategoryNum=084002,ffda5a43757462786747e03fa08d6400
武平县自然资源局国有土地使用权拍卖出让公告,2019/8/26,武平县自然资源局国有土地使用权拍卖出让公告,武自然告字〔2019〕13号,,出让公告,P2019-6,,,,商服用地-旅馆用地（四星级以下宾馆）,,商服40年,,武政文〔2019〕162号,12353,,,,,25-35,1.0-1.5,,≥30,,,,,,,,300,,1500,,10,,,,,,,,,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=34f17c50-2fc1-40ae-8640-29035e477695&CategoryNum=084002,699b0cc65c9c7c9b4b2cc7dabfa21434
武平县自然资源局关于象洞镇联坊村赖屋角子地块国有土地使用权挂牌出让公告,2019/8/26,武平县自然资源局关于象洞镇联坊村赖屋角子地块国有土地使用权挂牌出让公告,武自然告字〔2019〕14号,,出让公告,G2019-9,,,,,,,,,,,6667,,,,≥1.2,,15-20,,,≥40,,,,,,12,,60,1万元/次,,2019年9月16日8时0分0秒 , 2019年9月26日16时0分0秒,,2019年8月26日8时0分0秒 至 2019年9月23日,2019年8月26日8时0分0秒 至 2019年9月23日,2019年8月26日8时0分0秒 至 2019年9月23日,平川街道西环路21-4号 ,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=77127280-e34b-4ba4-884d-b2e21baf1d06&CategoryNum=084002,557ceb20bfa27ad1f8d4627179865839
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/9/17,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]6号)经龙岩市人民政府批准，龙岩市自然资源局定于2019年10月10日上午9时，在龙岩市公共资源交易中心五楼3号交易厅（交易厅3），拍卖出让一幅国有建设用地使用权（棚户区改造“毛地”出让项目）。现就有关事项公告如下：,2019年10月10日上午9时,出让公告,2019拍-9,2019拍-9,华莲路与曹溪北路交叉口西南角、石锣鼓公园北侧（苏溪棚户区改造D1地块）,,商服用地-零售商业用地（商店，不含商业办公）、住宅用地-城镇住宅用地（普通商品房、安置房）,,,住宅：70年商服：40年,龙政地[2019] 86号龙政地[2019] 112号,17073,,,17073,,20-25,≥3.2且<3.7,,30-35,≤100,,,,,,,,,17620,,,,,,,,,,,,廖先生、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5a5337ce-f29f-4a61-aeab-083139e8daa6&CategoryNum=084002,7fbab6cde27b2fa109a70e1ca6c5c45f
长汀县自然资源局国有建设用地使用权拍卖出让,2019/9/17,长汀县自然资源局国有建设用地使用权拍卖出让,,2019年9月24日上午10时,出让公告,2019P11,2019P11,大同镇红卫村,,商服用地—批发市场用地（农贸市场）,,,商服40年,长汀县人民政府汀政综〔2019〕193号,14044,,,,,,1.2-2.5,,≥10%,≤24,,,,,,,930万元,,,,10万元及10万元的整倍数,,,,,,,,长汀县行政服务中心自然资源窗口,0597-6802928,赖先生、林女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=6ec7c5ca-f2ee-43b1-b235-080e4dbb7752&CategoryNum=084002,4dfc477cbe526759fc72b27eb79ea4da
