文件标题,信息时间,土地位置,用途,土地面积(m),总计容建筑面积(m2),最大建筑密度,绿地率,出让价款起始价(万元),投标竞买保证金(万元),编号,产业类别,可建面积(m2)或容积率,投资强度(万元/公顷),产出要求(万元/公顷),备注,获取出让文件时间,获取出让文件地点,报名时间,报名地点,保证金截止时间,确认竞买资格时间,联系地址,联系电话,联系人,爬取时间,爬取地址url,唯一标识
BS19-1J-349号国有建设用地使用权公开出让公告,2020/4/27,|璧山区璧城街道养鱼村,|其他商服用地,|16949.6平方米,,,,,,|BS19-1J-349,,,|万元/公顷,,|1.该宗地起始价为8085万元；2.其他土地利用条件按照璧规资条件〔2020〕0007号执行；3.竞得人需从签订《成交确认书》之日起2个工作日内申请签订土地出让合同，10个工作日内缴清出让价款；4.签订土地出让合同后5个工作日交地，交地后3个月内开工；5.按时开工后2年内竣工。, 2020年04月22日至 2020年05月11日,, 2020年04月22日至 2020年05月11日,,2020年05月11日11时00分,2020年05月11日11时00分,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/20200427/bb88db6b-2c0e-4f73-86e9-3359b1e4d649.html,49bbfae06487b243129527327af08d71
永川区凤凰湖工业园区K5-1-3/02-1国有建设用地使用权出让公告,2020/4/28,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200428/b0e9a1ce-3139-4543-bdbb-f95647ae2d2b.html,722fabbdd5caabbf7529094a89ce2d39
永川区双石镇丁家岩楠竹林村民小组双石污水处理厂国有建设用地使用权出让公告,2020/4/28,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200428/c497b456-8f40-4caf-918a-b99b7b8ec847.html,6d771dccbdba673b3a0430ac74e85b5c
永川区港桥工业园起步区B05-01-01/01国有建设用地使用权出让公告,2020/3/25,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200424/94d0cdd2-c346-4dd4-af39-b6abe5072cbd.html,211df5cd5915f82b7b352996898faae1
永川区港桥工业园一松片区GQ-E9-4/01-02国有建设用地使用权出让公告,2020/3/25,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200424/faef845e-e34f-4621-b77b-860951a10481.html,4f2450e53c2676510eb05af04d17bbe7
永川区凤凰湖工业园区L-11-10-2/02国有建设用地使用权出让公告,2020/3/25,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200424/c54c3e5d-4668-49bb-9292-39998f45c675.html,c53cb9e5da7133cc7fc2b4c93448f4bf
两江新区水土组团A分区A46-3地块(公告序号：G20012)公开出让公告,2020/3/11,|两江新区水土组团A分区,|一类工业用地,,,,,,,,|通信设备、计算机及其他电子设备制造业,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市生态环境局两江新区分局关于两江新区鱼嘴组团J01-7-1号地块等5宗建设用地环保意见的函》（渝环两江函〔2019〕264号）。,2020年3月11日12：00至2020年3月31日12：00,http://os.ezca.org:8001/easyca/netpay/,2020年3月11日12：00至2020年3月31日12：00,,2020年3月31日12：00,2020年3月31日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200311/3dce4711-f15b-4913-9809-dbfc731139ab.html,c5d556482666322c9fad94b4245d45a5
永川区凤凰湖工业园K5-6-3/02国有建设用地使用权出让公告,2020/3/11,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200424/a103cfca-10b0-4fd8-a731-2fcae1ff0d76.html,ab94cd3f241016a61054e1afb0f97ee7
永川区凤凰湖工业园Q27-01/02-1国有建设用地使用权出让公告,2020/3/11,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200424/0686c058-7aeb-4820-81a9-8a454b274c24.html,3f381bf99d95521a3182edc5add44465
永川区新城A3-3-1-2/02-1国有建设用地使用权出让公告,2020/3/11,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200424/f3af1ae4-1efa-4ef4-a1bb-3452ffe2c345.html,ab6af28b9e3c5a350d1309bdafc8c549
重庆市武隆区规划和自然资源局国有土地使用权公开公告出让公告(武隆规资告字[2020]1号),2020/3/17,|                                    重庆市武隆区国有仙女山林场                                                       |                                    重庆市武隆区火炉镇向前村砖房组                                                       ,|娱乐用地|零售商业用地,|4321平方米|2789平方米,,,,,,|                                    WL2019-2-10号                                   |                                    WL2019-5-3号                                   ,,,|                                    万元/公顷                                   |                                    万元/公顷                                   ,,|                                    1.本宗地规划用地性质为B1-商业用地 具体规划条件和要求以规划部门审批的为准。2.该宗地起始价为285.79万元（不另设底价）。                                                                                          |                                    1.本宗地规划用地性质为加油站，具体规划条件和要求以规划部门审批的为准。2.该宗地起始价为226.51万元（不另设底价）。                                          ,2020年03月17日至2020年04月07日,重庆市武隆区公共资源综合交易中心,2020年03月17日至2020年04月07日,,2020年04月07日17时00分,2020年04月07日17时00分,重庆市武隆区凤山街道建设东路2号（南城中央广场负3楼),023-77726543,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200413/5d6f0406-d8d4-4d95-9f58-f9ccabd9760c.html,a9d717c5ff29140ecd595f9c34e1cae9
重庆市大足区规划和自然资源局国有土地使用权公开公告出让公告(双桥经开规资告字[2020]4号),2020/3/17,|                                    双桥经开区工业园区N10-2/01号                                                       ,|工业用地,|52476平方米,,,,,,|                                    SQ2002                                   ,,,|                                    万元/公顷                                   ,,|                                    其他需要说明的宗地情况：1、以上宗地土地用途为M2（二类工业用地），出让年限为工业50年。2、该宗土地出让总价款为881.44万元。3、竞得人在5个工作日内签订《成交确认书》，在签订《成交确认书》次日起30日内付清全部土地价款。未按期缴纳的，经出让人催交后10日内仍不能支付国有建设用地使用权出让价款的，出让人有权撤销交易结果，终止供地，并追究竞得人的违约责任，不退还定金。竞得人应在缴清剩余土地价款后10个工作日内持本《成交确认书》到重庆市大足区规划和自然资源局签订《国有建设用地使用权出让合同》。不按期签订《国有建设用地使用权出让合同》的，视为竞得人放弃竞得资格，竞得人应承担相应法律责任。4、出让价款中不含土地交易契税、征地拆迁补偿政策调整调增等费用。5、出让公告同时在中国土地市场网、重庆市大足区公共资源综合交易网（http://ggzyjy.dazu.gov.cn/lbv3/index.aspx）、双桥经开区公共资源交易网站(http://www.023sqjy.com/LBv3/index.aspx)发布。                                          , 2020年03月17日至 2020年04月06日, 重庆市大足区公共资源综合交易服务中心双桥分中心, 2020年03月17日至 2020年04月06日,,2020年04月06日17时00分,2020年04月06日17时00分,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200402/75f2faf5-3e7f-40a5-af77-230aaf66a085.html,7abf3af5734a2cfd97fa5e063f8b2701
2019-RC-4-02国有建设用地使用权公开出让公告,2020/3/17,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200317/adb66481-536a-4aba-9ea6-0d6c59a072c9.html,b77c125fbd0666833bad2853024d224b
重庆市武隆区规划和自然资源局国有土地使用权公开公告出让公告(武隆规资告字〔2020〕1号),2020/3/17,|重庆市武隆区国有仙女山林场|重庆市武隆区火炉镇向前村砖房组,|娱乐用地|零售商业用地,|4321平方米|2789平方米,,,,,,|WL2019-2-10号|WL2019-5-3号,,,|万元/公顷|万元/公顷,,|1.本宗地规划用地性质为B1-商业用地 具体规划条件和要求以规划部门审批的为准。2.该宗地起始价为285.79万元（不另设底价）。|1.本宗地规划用地性质为加油站，具体规划条件和要求以规划部门审批的为准。2.该宗地起始价为226.51万元（不另设底价）。,2020年03月17日至2020年04月07日,重庆市武隆区公共资源综合交易中心,2020年03月17日至2020年04月07日,,2020年04月07日17时00分,2020年04月07日17时00分,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/20200424/e535bbf5-8f88-4625-b02e-625d34a5e47d.html,d565d794e8894c734ba204812dc2217a
渝北区空港组团U分区U05-1/02地块(公告序号：G20014)公开出让公告,2020/3/18,|渝北区空港组团U分区,|一类物流仓储用地,,,,,,,,|/,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市渝北区生态环境局关于U05-1/02号地块拟新建空运重庆物流项目征求环保意见的复函》（渝北环函〔2020〕17号）。,2020年3月18日12：00至2020年4月7日12：00,http://www.share-sun.com/chongqing/admin/login.aspx,2020年3月18日12：00至2020年4月7日12：00,,2020年4月7日12：00,2020年4月7日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200325/b85872c5-06d7-409b-93e1-836f669a603a.html,03e409beb346cffb55442cf59927a57e
两江新区龙兴组团I分区 I07、I10-1、I11、I13-1、I14-1-3地块 (公告序号：20025)公开出让公告,2020/3/21,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200413/a65c6b3c-c6f4-4839-8b6e-8c960ee51b02.html,29ed2e069e57881686a68c78ad0b3923
渝北区唐家沱组团N分区N2-1-2/03地块(公告序号：G20016)公开出让公告,2020/3/21,|渝北区唐家沱组团N分区,|一类工业用地,,,,,,,,|食品制造业,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市渝北区生态环境局关于唐家沱组团N标准分区N2-1-2/03地块拟新建食品生产基地项目环保征求意见的复函》（渝北环函〔2020〕27号）。,2020年3月21日12：00至2020年4月10日12：00,http://www.share-sun.com/chongqing/admin/login.aspx,2020年3月21日12：00至2020年4月10日12：00,,2020年4月10日12：00,2020年4月10日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200325/41e2971b-833b-460c-8742-75d97e6e6bbb.html,d85af6ccc3f8165efcf81048e2b37976
2019-RC-1-52国有建设用地使用权公开出让公告,2020/3/25,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200326/66ed04bb-21ad-4606-aae0-d9259fee90f7.html,fb4af5056a6a0b2c679297d5f1a94f62
2019-RC-7-02、03号国有建设用地使用权公开出让公告,2020/3/25,,,,,,≥35﹪,,,,,,,,,,,,,,,,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200326/5905836e-9533-46c4-965d-cbdc53efe2e2.html,1ccd185b34d1f872787195a0f88f9be2
珞璜工业园珞璜玉观片区F14-04/01号-01、F14-06/01号地块国有建设用地使用权公开出让公告,2020/3/25,,,,,,,,,,,,,,,,,,,,,重庆市江津区鼎山街道元帅大道36号|江津区几江街道水木年华步行街津华大厦二楼,023-47696223| 023-47217310,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200326/f0bdb85e-b8db-48ce-8cbc-5ddd8c817d12.html,ef7321c51c8ad2d76ce5f7008ba6c180
奉节县FJ-14-128号宗地国有建设用地使用权出让公告,2020/3/27,|                  西部新区清水社区魏家社区                         ,,|137759平方米,,,,,,|                  FJ-14-128                 ,,,|                  万元/公顷                 ,,, 2020年3月27日至 2020年4月21日12时00分前,,2020年3月27日 至 2020年4月21日12时00分前 ,,2020年4月21日12时00分,2020年4月21日12时00分,奉节县公共资源交易中心,交易中心023-56683395,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200327/3f7d21d6-4cbb-4beb-bc52-33542040ef63.html,c29e2d911f43a9ee584092baf66feb88
重庆市潼南区规划和自然资源局国有土地使用权公开公告出让公告,2020/3/27,,|城镇住宅用地 ,|5860.16平方米 ,,,,,,|TNC2020-8,,,,,,2020年03月27日 至 2020年04月15日,重庆恒升拍卖有限公司, 2020年03月27日 至 2020年04月15日,,2020年04月15日16时30分,2020年04月15日16时30分,重庆市潼南区公共资源交易中心,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200402/617b0470-4de5-4caa-8c7b-914c0436ced3.html,752aa6f6971e7b13e850b3ac4b4694a4
重庆市潼南区规划和自然资源局国有土地使用权公开公告出让公告,2020/3/27,|江北新城B-90号地块,|城镇住宅用地,,,,,,,|TNC2020-7,,,,,|宗地出让起始价100万元/亩，规划用途为二类居住用地（R2)，建设用地面积126920.54㎡，计容建筑面积不大于190380.81㎡；须在地块西南角配建用地面积不小于3600㎡、建筑面积不小于3600㎡的12班标准幼儿园一所，幼儿园面积不计入地块容积率，幼儿园须与开发项目第一期同步建设，建成验收合格后由竞得人无偿将幼儿园产权及相关资料移交给潼南区教育行政主管部门；须在地块内临东湾大道侧配建一个建筑面积不小于50㎡的对外临街公厕；同时，竞得人须在指定区域建设特色花卉生态文旅项目，投资额不低于1亿元。竞得人须自成交次日起10个工作日内，持签订的《国有建设用地使用权成交确认书》向出让人申请签订土地出让合同。土地出让价款分3期支付：第一期，自成交次日起30日内付清土地出让价款的50%（含保证金）；第二期，在2020年10月31日前付清土地出让价款的30%；第三期，自成交次日起1年内付清剩余土地出让价款；第二、三期支付的土地出让价款不计分期付款利息。竞得人逾期未申请签订土地出让合同或缴清价款的，成交确认书自动失效，出让人有权终止供地，并没收竞得人缴纳的保证金。宗地由重庆市潼南区新城建设管理委员会负责在2020年6月30日之前向竞得人移交土地。, 2020年03月27日 至 2020年04月15日,重庆恒升拍卖有限公司, 2020年03月27日 至 2020年04月15日,,2020年04月15日16时30分,2020年04月15日16时30分,重庆市潼南区公共资源交易中心,,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200402/21ef0ea3-9f76-4613-b406-fca83a3fe217.html,4823cbcf7da4fcd076f6d674493ce121
两江新区两路组团I分区I47-1、I47-2地块(公告序号：20027)公开出让公告,2020/3/28,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200413/18953b86-bb78-4c60-9645-68b99f534f77.html,2757270c6dc5dc80537c41d7d018f7e8
两江新区两路组团I分区I39-1、I39-2、I39-3地块 (公告序号：20026)公开出让公告,2020/3/28,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:03,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200413/14f6edae-3c9f-4246-bfab-5f20881f5527.html,6adf68748dae741064fcdd06c951c2ea
