administration,parcelLocation,totalArea,landPurpose,signTime,projectName,projectLocation,area,landSource,supplyType,landUsegeTerm,classification,landLevel,transferPrice,issue,paymentDate,paymentAmount,remark,landHolder,plotRatioUP,plotRatioLOWER,agreedDeliveryTime,agreedStartTime,agreedCompletionTime,actualStartTime,actualCompletionTime,approvedUnit,contractTime,crawlingTime,url,md5Mark,
饶平县,饶平县钱东镇万山红农场肩头山片区,1.924728,其他普通商品住房用地,2018-01-10,饶平县2013年度第十三批次城镇建设用地,饶平县钱东镇万山红农场肩头山片区,1.924728,新增建设用地,挂牌出让,70,房地产业,房地产业土地级别：十一级,1869,1|,2018-02-09,1869|, ,潮州市绿岛旅游山庄有限公司,1,3,2019-02-24,2020-02-24,2023-02-24,,,饶平县人民政府,2018-01-10,2020-04-15 11:47:20,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922430244&__boxModel__=true&op=page_content&sessionID=55751&pn=1,1575d3ea570ee3d55c92e203c9427f29,
陆河县,陆河县河口镇云峰村委,5.58282,工业用地,2016-02-19,陆河安星高新科技有限公司,陆河县河口镇云峰村委,5.58282,新增建设用地,挂牌出让,50,建筑装饰业,建筑装饰业土地级别：未评估地区,1183.56,1|,2016-03-10,1183.56|, ,陆河安星高新科技有限公司,1.8,2,2016-04-19,2017-03-15,2019-03-15,2017-03-15,2019-03-15,陆河县人民政府,2016-02-19,2020-04-15 11:47:20,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922430760&__boxModel__=true&op=page_content&sessionID=93143&pn=1,07b38e0d2bfd95d984a9ccd60de73805,
茂名市本级,茂名市博贺湾峙仔小区,10.402549,工业用地,2013-03-19,茂名博贺湾城市基础设施建设有限公司,茂名市博贺湾峙仔小区,10.402549,现有建设用地,挂牌出让,50,房地产业,房地产业土地级别：一级,3120,1|,2013-04-18,3120|, ,茂名博贺湾城市基础设施建设有限公司,,0.8,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:21,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922432177&__boxModel__=true&op=page_content&sessionID=87614&pn=1,294c1340831c69cdc23fcbf74e9ba117,
茂名市本级,茂名市博贺湾海头小区,5.012652,工业用地,2013-03-19,茂名博贺湾城市基础设施建设有限公司,茂名市博贺湾海头小区,5.012652,现有建设用地,挂牌出让,50,房地产业,房地产业土地级别：一级,1504,1|,2013-04-18,1504|, ,茂名博贺湾城市基础设施建设有限公司,,0.8,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:22,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922432919&__boxModel__=true&op=page_content&sessionID=59841&pn=1,a8f38040b87e53fc9bc1f53c44c7c1f1,
河源市本级,河源市源城区公园西路,1.325318,其他商服用地,2016-02-19,河源市万成房地产开发有限公司(公园西商业中心),河源市源城区公园西路,1.325318,现有建设用地,挂牌出让,其他商服用地40年; 其他普通商品住房用地70,房地产业,房地产业土地级别：二级,9674.8214,1|,2016-03-20,9674.8214|, ,河源市万成房地产开发有限公司,1,4.25,2019-11-20,2019-12-05,2020-12-11,,,河源市人民政府,2016-02-19,2020-04-15 11:47:22,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922432140&__boxModel__=true&op=page_content&sessionID=39471&pn=1,e71a407f10b69da9bab238182412b673,
香洲区,横琴新区厚朴道东侧、百合路南侧、环岛西路西侧、胜洲三路北侧,17.860624,工业用地,2018-07-06,珠横国土储2018-08,横琴新区厚朴道东侧、百合路南侧、环岛西路西侧、胜洲三路北侧,17.860624,新增建设用地,挂牌出让,30,房地产业,房地产业土地级别：四级,227550.4014,1|2|,2018-08-06|2019-01-06,113775.2007|113775.2007|,  ,珠海大横琴科学城开发管理有限公司,,5.6,2018-07-06,2019-07-06,2023-07-06,2019-07-05,,珠海市人民政府,2018-07-06,2020-04-15 11:47:23,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922434140&__boxModel__=true&op=page_content&sessionID=77182&pn=1,c5448539f8d8867b15257536b982536a,
茂名市本级,茂名市博贺湾海尾小区,0.746583,批发零售用地,2013-03-19,茂名博贺湾新城置业发展有限公司,茂名市博贺湾海尾小区,0.746583,现有建设用地,挂牌出让,40,房地产业,房地产业土地级别：一级,840,1|,2013-04-18,840|, ,茂名博贺湾新城置业发展有限公司,,0.8,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:26,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922437063&__boxModel__=true&op=page_content&sessionID=33828&pn=1,a8cf0d48bdb82ee296257e51712d5458,
茂名市本级,茂名市博贺湾海尾小区,7.566998,其他普通商品住房用地,2013-03-19,茂名市博贺湾新城置业发展有限公司,茂名市博贺湾海尾小区,7.566998,现有建设用地,挂牌出让,70,房地产业,房地产业土地级别：一级,5789,1|,2013-04-18,5789|, ,茂名市博贺湾新城置业发展有限公司,1,2,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:27,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922437965&__boxModel__=true&op=page_content&sessionID=56669&pn=1,66b66a123cbf49c9572b1e4737941409,
化州市,化州市下郭街道梅石线4号地,0.0552,商务金融用地,2016-07-20,化州市农村信用合作联社商业用地项目,化州市下郭街道梅石线4号地,0.0552,现有建设用地,协议出让,40,银行业,银行业土地级别：二级,49.4154,1|,2016-08-19,49.4154|, ,化州市农村信用合作联社,1,3.9,2017-07-20,2019-08-20,2022-08-20,,,化州市人民政府,2016-07-20,2020-04-15 11:47:27,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922437444&__boxModel__=true&op=page_content&sessionID=63681&pn=1,fc0afdf13ed10cbc155f2b5c3043dd46,
茂名市本级,茂名市博贺湾海尾小区,2.876845,其他商服用地,2013-03-19,茂名博贺湾新城置业发展有限公司,茂名市博贺湾海尾小区,2.876845,现有建设用地,挂牌出让,40,房地产业,房地产业土地级别：一级,4114,1|,2013-04-18,4114|, ,茂名博贺湾新城置业发展有限公司,1,3,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:28,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922438624&__boxModel__=true&op=page_content&sessionID=27579&pn=1,cc5793799876260c5d8673562e96ce6e,
茂名市本级,茂名市博贺湾港兴小区,1.320874,工业用地,2013-03-19,茂名博贺湾城市基础设施建设有限公司,茂名市博贺湾港兴小区,1.320874,现有建设用地,挂牌出让,50,房地产业,房地产业土地级别：一级,397,1|,2013-04-18,397|, ,茂名博贺湾城市基础设施建设有限公司,,0.8,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:28,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922440054&__boxModel__=true&op=page_content&sessionID=19369&pn=1,9cd95eada028cd15398bf5c586bec346,
四会市,四会市江谷镇旺塘村委会、下茆镇南塘村委会地段,3.10639,工业用地,2015-04-28,四会市创伟环保科技有限公司,四会市江谷镇旺塘村委会、下茆镇南塘村委会地段,3.10639,新增建设用地,挂牌出让,50,房地产业,房地产业土地级别：十级,1082,1|,2015-05-05,1082|, ,四会市创伟环保科技有限公司,0.9,,2015-05-05,2016-05-05,2017-05-05,2017-08-25,,四会市人民政府,2015-04-28,2020-04-15 11:47:30,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922441182&__boxModel__=true&op=page_content&sessionID=12657&pn=1,b32a0e04ff1630db50be6c2a173bcb16,
茂名市本级,茂名市博贺湾海尾小区,8.660084,其他普通商品住房用地,2013-03-19,茂名博贺湾新城置业发展有限公司,茂名市博贺湾海尾小区,8.660084,现有建设用地,挂牌出让,70,房地产业,房地产业土地级别：一级,6625,1|,2013-04-18,6625|, ,茂名博贺湾新城置业发展有限公司,1,2,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:33,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922444209&__boxModel__=true&op=page_content&sessionID=51774&pn=1,5e565f03b67e99cf6d271e897cb2613e,
茂名市本级,茂名市博贺湾白蕉小区,1.748413,工业用地,2013-03-19,茂名博贺湾城市基础设施建设有限公司,茂名市博贺湾白蕉小区,1.748413,现有建设用地,挂牌出让,50,房地产业,房地产业土地级别：一级,525,1|,2013-04-18,525|, ,茂名博贺湾城市基础设施建设有限公司,,0.8,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:34,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922444860&__boxModel__=true&op=page_content&sessionID=79715&pn=1,be045382258c290449e9093f1a20cb81,
茂名市本级,茂名市博贺湾海尾小区,1.130896,其他普通商品住房用地,2013-03-19,茂名博贺湾新城置业发展有限公司,茂名市博贺湾海尾小区,1.130896,现有建设用地,挂牌出让,70,房地产业,房地产业土地级别：一级,865,1|,2013-04-18,865|, ,茂名博贺湾新城置业发展有限公司,1,2,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:35,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922445639&__boxModel__=true&op=page_content&sessionID=38157&pn=1,8e0766fe88ff4a335161c967cf392ae1,
茂名市本级,茂名市博贺湾海尾小区,4.981389,其他普通商品住房用地,2013-03-19,茂名博贺湾新城置业发展有限公司,茂名市博贺湾海尾小区,4.981389,现有建设用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40,房地产业,房地产业土地级别：一级,4583,1|,2013-04-18,4583|, ,茂名博贺湾新城置业发展有限公司,1,2.5,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:35,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922446160&__boxModel__=true&op=page_content&sessionID=15343&pn=1,754651c98198e05a4f3c43e0ae6e4312,
三水区,佛山市三水区南山镇沿涌东路以东、中山大学附属中学以北之一,3.569575,其他普通商品住房用地,2016-01-08,城镇住宅用地、商服用地。,佛山市三水区南山镇沿涌东路以东、中山大学附属中学以北之一,3.569575,新增建设用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40,房地产业,房地产业土地级别：七级,3220,1|,2016-01-18,3220|, ,佛山市乐华恒业房地产开发有限公司,1,2.5,2019-03-31,2020-03-31,2023-03-31,2018-05-07,,佛山市人民政府,2016-01-08,2020-04-15 11:47:38,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922448705&__boxModel__=true&op=page_content&sessionID=49259&pn=1,96cfc356d816ce0b0ec31e73240cf74c,
茂名市本级,茂名市博贺湾临湾小区,3.96259,其他商服用地,2013-03-19,茂名博贺湾新城投资发展有限公司,茂名市博贺湾临湾小区,3.96259,现有建设用地,挂牌出让,40,房地产业,房地产业土地级别：一级,5667,1|,2013-04-18,5667|, ,茂名博贺湾新城投资发展有限公司,1,3,2018-03-19,2019-03-19,2021-03-18,,,茂名市人民政府,2013-03-19,2020-04-15 11:47:40,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922449677&__boxModel__=true&op=page_content&sessionID=25091&pn=1,64d12d418324d3f21e904095e9e0fd06,
深圳市本级,公明街道办,0.816665,公共设施用地,2013-03-26,公明哺心广场,公明街道办,0.816665,现有建设用地,协议出让,50,国家机构,国家机构土地级别：四级,0.0001,1|,2013-03-26,0.0001|, ,深圳市光明新区管理委员会,0,0.45,2013-03-26,2016-03-24,2017-03-24,2015-10-29,,深圳市人民政府,2013-03-26,2020-04-15 11:47:40,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922450138&__boxModel__=true&op=page_content&sessionID=25769&pn=1,93f185be2f7f72c896f7cdf91c33fa27,
惠东县,巽寮滨海旅游度假区巽寮村和赤砂村地段,4.98998,其他普通商品住房用地,2013-03-28,惠州市南乾实业有限公司住宅项目,巽寮滨海旅游度假区巽寮村和赤砂村地段,4.98998,新增建设用地,挂牌出让,70,房地产业,房地产业土地级别：一级,4690,1|,2013-04-27,4690|, ,惠州市南乾实业有限公司,1,1.2,2019-06-30,2020-06-30,2023-06-30,,,惠东县人民政府,2013-03-28,2020-04-15 11:47:41,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922451375&__boxModel__=true&op=page_content&sessionID=74962&pn=1,86919c92c5edc6a179cae3d0215a196d,
惠东县,巽寮滨海旅游度假区巽寮村和赤砂村地段,2.124214,其他普通商品住房用地,2013-03-28,惠州市南乾实业有限公司住宅项目,巽寮滨海旅游度假区巽寮村和赤砂村地段,2.124214,新增建设用地,挂牌出让,70,房地产业,房地产业土地级别：一级,2003,1|,2013-04-27,2003|, ,惠州市南乾实业有限公司,1,1.2,2019-06-30,2020-06-30,2023-06-30,,,惠东县人民政府,2013-03-28,2020-04-15 11:47:42,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922451773&__boxModel__=true&op=page_content&sessionID=27359&pn=1,5829b0d5e9bdabfcef3207cb3c22c5db,
从化市,从化市江埔街小海S355省道边地段,0.0475,商务金融用地,2013-03-28,广州市清香农产有限公司商业金融业用地,从化市江埔街小海S355省道边地段,0.0475,现有建设用地,协议出让,30,农、林、牧、渔服务业,农、林、牧、渔服务业土地级别：一级,29.6971,1|,2013-05-27,29.6971|, ,广州市清香农产有限公司,,2,2013-04-03,2016-06-19,2018-06-19,2019-01-24,,从化市人民政府,2013-03-28,2020-04-15 11:47:43,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922452575&__boxModel__=true&op=page_content&sessionID=63298&pn=1,2773137ccc9d41967b6df25d287e15a0,
高要市,金利镇北区,1.88625,工业用地,2015-06-23,肇庆宏泰化工有限公司,金利镇北区,1.88625,新增建设用地,拍卖出让,50,化学原料及化学制品制造业,化学原料及化学制品制造业土地级别：四级,520,1|,2015-07-23,520|, ,肇庆宏泰化工有限公司,0.8,1.5,2015-06-23,2018-11-01,2019-11-01,2018-11-01,,高要市人民政府,2015-06-23,2020-04-15 11:47:43,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922453114&__boxModel__=true&op=page_content&sessionID=50433&pn=1,528d294e2b354857220849b983977c1d,
新会区,崖门镇田南村塞冲围（土名）,3.1201,工业用地,2010-01-13,厂房,崖门镇田南村塞冲围（土名）,3.1201,新增建设用地,挂牌出让,50,其它,其它土地级别：三级,787,1|,2010-01-28,787|, ,江门市昊晟道路改性沥青化工有限公司,0.6,,2010-02-12,2018-04-20,2019-10-20,2010-07-12,,江门市人民政府,2010-01-13,2020-04-15 11:47:46,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922455981&__boxModel__=true&op=page_content&sessionID=28959&pn=1,6afe8309e20d1efc65f4a651edbd64f3,
肇庆市本级,肇庆高新区中心服务区麒麟湖南面G-06-01地段,0.643185,中低价位、中小套型普通商品住房用地,2016-06-12,肇庆市高新区建设投资开发有限公司,肇庆高新区中心服务区麒麟湖南面G-06-01地段,0.643185,新增建设用地,拍卖出让,70,房地产业,房地产业土地级别：十级,950,1|,2016-06-12,950|, ,肇庆市高新区建设投资开发有限公司,1,3.5,2018-09-03,2019-09-03,2021-09-03,,,肇庆市人民政府,2016-06-12,2020-04-15 11:47:47,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922456633&__boxModel__=true&op=page_content&sessionID=83869&pn=1,439b3f68f9c39e80a0f82e8cb7241801,
深圳市本级,宝安区福永街道,4.649517,科教用地,2014-09-28,福永中学扩建工程（校安工程）,宝安区福永街道,4.649517,现有建设用地,协议出让,50,教育业,教育业土地级别：五级,0.0002,1|,2014-09-28,0.0002|, ,深圳市宝安区人民政府,,0.5,2014-09-29,2017-09-28,2018-09-25,2017-01-05,,深圳市人民政府,2014-09-28,2020-04-15 11:47:47,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922457014&__boxModel__=true&op=page_content&sessionID=18962&pn=1,fd75b3adb3ca370ccd024eb60c0a73f2,
增城市,广州市增城区荔城街三联村蛇头岭合作社狮岭,10.478654,科教用地,2016-10-31,增城中学,广州市增城区荔城街三联村蛇头岭合作社狮岭,10.478654,现有建设用地,划拨,,教育业,教育业土地级别：三级,910,,,,,广州市增城区教育局,,0.5,2016-11-30,2017-10-30,2019-10-30,2017-10-30,,广州市增城区人民政府,2016-10-31,2020-04-15 11:47:48,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922457790&__boxModel__=true&op=page_content&sessionID=65699&pn=1,c96d44315b101c96675f217fc1c6b558,
阳山县,阳山县阳城镇城南村规划江滨路南侧,0.559958,其他普通商品住房用地,2016-03-15,欧景明、高霈、陈金福,阳山县阳城镇城南村规划江滨路南侧,0.559958,新增建设用地(来自存量库),挂牌出让,其他普通商品住房用地70年; 其他商服用地40,房地产业,房地产业土地级别：一级,2279.59,1|,2016-04-14,2279.59|, ,欧景明、高霈、陈金福,3,6.2,2016-09-14,2017-09-14,2019-09-14,2017-09-14,,阳山县人民政府,2016-03-15,2020-04-15 11:47:49,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922459131&__boxModel__=true&op=page_content&sessionID=29895&pn=1,0a79b4583ee5bcf5a4011d2bb0860416,
河源市本级,火车站开发小区永和西路北边,1.291436,经济适用住房用地,2012-12-29,粤赣高速金钩回迁点拆迁安置用地,火车站开发小区永和西路北边,1.291436,现有建设用地,划拨,,群众团体、社会团体和宗教组织,群众团体、社会团体和宗教组织土地级别：八级,,,,,,源西街道黄子洞村村民委员会,1,2.85,2018-12-07,2019-11-07,2021-11-17,,,河源市国土资源局人民政府,2012-12-29,2020-04-15 11:47:51,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922461243&__boxModel__=true&op=page_content&sessionID=16224&pn=1,60ac6c25d7b5c1a259169ab249e4e93a,
河源市本级,河源市高塘片区河源大道南面,2.667903,批发零售用地,2016-10-28,河源市农副产品批发中心有限公司,河源市高塘片区河源大道南面,2.667903,新增建设用地,挂牌出让,40,批发业,批发业土地级别：四级,2134.32,1|,2016-11-27,2134.32|, ,河源市农副产品批发中心有限公司,,1.1,2017-01-28,2017-10-28,2019-10-29,2016-11-07,2019-09-16,河源市人民政府,2016-10-28,2020-04-15 11:47:54,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922463942&__boxModel__=true&op=page_content&sessionID=47161&pn=1,e936a8d96ada19b80839ded0f37f943b,
河源市本级,市区城西片区永康大道北面文昌路西边,0.15,经济适用住房用地,2012-12-29,东埔办事处东埔村委会生产生活用地,市区城西片区永康大道北面文昌路西边,0.15,现有建设用地,划拨,,群众团体、社会团体和宗教组织,群众团体、社会团体和宗教组织土地级别：八级,,,,,,东埔办事处东埔村委会,1,2.5,2018-11-13,2019-11-12,2020-11-11,,,河源市国土资源局人民政府,2012-12-29,2020-04-15 11:47:54,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922464617&__boxModel__=true&op=page_content&sessionID=55981&pn=1,fd61b5c20e0a8368c24ca3b7648f32ae,
