文件标题,发布时间,文章来源,索引号,信息分类,发布机构,发文日期,文号,是否有效,信息名称,正文标题,宗地编号/地块编号,宗地总面积/挂牌面积(m2),土地坐落/宗地坐落,使用年限,岀让年限,容积率,建筑密度(%)/建筑密度,绿地率/|绿化率(%),建筑限高/建筑限高(米),土地用途明细/土地用途,投资强度,保证金(万元)/保证金,估价报告备案号,起始价/起始价(万元),加价幅度,挂牌开始时间,挂牌截止时间,获取出让文件时间,获取出让文件地点,报名时间,报名地点,保证金截止时间,确认竞买资格时间,联系地址,联系人,联系电话,开户单位,开户银行,银行帐号,爬取时间,爬取地址url,唯一标识,
黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕2号),2009年05月06日 12:48,贵州省自然资源厅,GZ000001/2009-23687,土地出让转让公告,贵州省自然资源厅,2009年05月06日,,,黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕2号),,,,,,,,,,,,,,,,,,,2009年5月15日至2009年5月25日（工作时间）,,2009年5月25日至2009年6月3日17:00时前,,,2009年6月3日17：00时,,,,,,,2020-04-29 10:07:58,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664944.html,3550654c004d192bf478197ed9e885e8,
黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕3号),2009年06月24日 16:41,贵州省自然资源厅,GZ000001/2009-23690,土地出让转让公告,贵州省自然资源厅,2009年06月24日,,,黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕3号),,,,,,,,,,,,,,,,,,,2009年7月2日至2009年7月22日（工作时间）,,2009年7月13日至2009年7月 22 日17:00时前,,,2009年7月22日17：00时,,,,,,,2020-04-29 10:08:00,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664947.html,b016ce9eed187bc28df77244cefa7952,
黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕4号),2009年06月24日 16:45,贵州省自然资源厅,GZ000001/2009-23691,土地出让转让公告,贵州省自然资源厅,2009年06月24日,,,黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕4号),,,,,,,,,,,,,,,,,,,2009年7月6日至2009年7月23日（工作时间）,,2009年7月14日至2009年7月 23日17:00时前,,,2009年7月23日下午17：00时,,,,,,,2020-04-29 10:08:00,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664948.html,bae9795f4a73b34f6cdca8200b5d83ca,
黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕5号),2009年06月26日 15:17,贵州省自然资源厅,GZ000001/2009-23692,土地出让转让公告,贵州省自然资源厅,2009年06月26日,,,黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕5号),,,,,,,,,,,,,,,,,,,2009年7月7日至2009年7月24日（工作时间）,,2009年7月15日至2009年7月24日17:00时前,,,2009年6月 日17：00时,,,,,,,2020-04-29 10:08:01,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664949.html,27185f3f515cce170735616fe1764e2e,
黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕6号),2009年06月26日 15:20,贵州省自然资源厅,GZ000001/2009-23693,土地出让转让公告,贵州省自然资源厅,2009年06月26日,,,黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕6号),,,,,,,,,,,,,,,,,,,2009年7月 9日至2009年7月27 日（工作时间）,,2009年7月16日至2009年7月27日17:00时前,,,2009年6月 27日下午17：00时,,,,,,,2020-04-29 10:08:01,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664950.html,b66482d986a3a63320601978f765ca31,
黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕7号),2009年08月28日 11:39,贵州省自然资源厅,GZ000001/2009-23694,土地出让转让公告,贵州省自然资源厅,2009年08月28日,,,黄果树风景名胜区国土资源分局挂牌出让国有建设用地使用权公告(黄国土资告字〔2009〕7号),,,,,,,,,,,,,,,,,,,2009年9月7日至2009年9月24日（工作时间）,,2009年9月15日至2009年9月24日17:00时前,,,2009年9月24日下午17：00时,,,,,,,2020-04-29 10:08:02,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664951.html,028961cd57bba01a7bcc3da50ac3d6cc,
军用土地使用权竞价转让信息公告,2011年04月28日 17:40,贵州省自然资源厅,GZ000001/2011-51133,土地出让转让公告,贵州省自然资源厅,2011年04月28日,,,军用土地使用权竞价转让信息公告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-29 10:08:04,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664953.html,cd9c88b0f9916a684476e5c689b62e32,
军用土地使用权竞价转让公告,2011年05月31日 12:12,贵州省自然资源厅,GZ000001/2011-51134,土地出让转让公告,贵州省自然资源厅,2011年05月31日,,,军用土地使用权竞价转让公告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-29 10:08:04,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664954.html,055b2c65222754f863b32500e63c67ce,
湄潭县国土资源局国有土地使用权挂牌出让公告,2013年08月15日 11:38,贵州省自然资源厅,GZ000001/2013-21481,土地出让转让公告,贵州省自然资源厅,2013年08月15日,湄国土资告字[2013]27号,,湄潭县国土资源局国有土地使用权挂牌出让公告,,|CR2013-27-1号|CR2013-27-2号,,|湄潭县茅坪镇街上|湄潭县茅坪镇街上,,|50年|50年,|大于1并且小于或等于4|大于1并且小于或等于4,,,,,|万元/公顷|万元/公顷,,,|52万元|100万元,|2万元|5万元,|2013年09月02日09时00分|2013年09月02日09时00分,,2013年08月13日 至 2013年09月01日 ,湄潭县国土资源局用地股 ,2013年08月13日 至 2013年09月09日 ,,2013年09月09日16时00分,2013年09月09日17时00分 ,湄潭县国土资源局,杨先生、王先生,0852-4226325,湄潭县国土资源局,中国建设银行股份有限公司湄潭支行,52001626236052505,2020-04-29 10:08:05,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664955.html,7fe880341e5596f722b3056ec3645640,
福泉市国土资源局国有土地使用权挂牌出让公告,2013年08月15日 11:41,贵州省自然资源厅,GZ000001/2013-21482,土地出让转让公告,贵州省自然资源厅,2013年08月15日,福国土挂公字[2013]06号,,福泉市国土资源局国有土地使用权挂牌出让公告,,|（2013）28|（2013）29,,|福泉市金山办事处文峰塔北侧|福泉市金山办事处金星小区,,|70年|70年,|大于或等于1并且小于或等于3|大于或等于1并且小于或等于4,|小于或等于30|小于或等于28,|大于或等于30|大于或等于30,,,|万元/公顷|万元/公顷,,,|9851.805万元|11886.535万元,|26.6265万元|25.2905万元,|2013年09月03日08时30分|2013年09月03日08时30分,,2013年08月14日 至 2013年09月12日 ,福泉市国土资源交易中心 ,2013年09月03日 至 2013年09月12日 ,,2013年09月12日18时00分,2013年09月12日18时00分 ,福泉市国土资源交易中心,,0854-2219818,福泉市国土资源交易中心,贵州省福泉市农村信用合作联社-城厢信用社,24410200012011000,2020-04-29 10:08:05,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664956.html,d407fd6570ff5e60a377b4b22796fc70,
荔波县国土资源局国有土地使用权挂牌出让公告,2013年08月15日 11:44,贵州省自然资源厅,GZ000001/2013-21485,土地出让转让公告,贵州省自然资源厅,2013年08月15日,荔国土出让告字[2013]05号,,荔波县国土资源局国有土地使用权挂牌出让公告,,|D-01-12-A|D-01-12-B,,|荔波县玉屏街道办事处建设村南门坝上菜园|荔波县玉屏街道办事处建设村南门坝上菜园,,|70年|70年,|大于1并且小于或等于1.5|大于1并且小于或等于1.5,|小于或等于38|小于或等于38,|小于或等于30|小于或等于30,,,|3248.13万元/公顷|2906.88万元/公顷,,,|2155万元|2408万元,|10万元|10万元,|2013年09月06日09时00分|2013年09月06日09时00分,,2013年08月14日 至 2013年09月18日 ,荔波县玉屏街道办事处樟江北路69号（荔波县土地资源储备交易中心） ,2013年08月14日 至 2013年09月18日 ,,2013年09月18日16时30分,2013年09月18日17时00分 ,荔波县玉屏街道办事处樟江北路69号（荔波县土地资源储备交易中心）,吴先生、姚先生,08543619450、13765766999、15086169647,荔波县土地资源储备交易中心,荔波县农村信用合作联社营业部,24210100012011000,2020-04-29 10:08:06,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664960.html,53c869f9621e40c103d3c8c2e2f86852,
六盘水市国土资源局国有土地使用权挂牌出让公告,2013年08月15日 11:44,贵州省自然资源厅,GZ000001/2013-21486,土地出让转让公告,贵州省自然资源厅,2013年08月15日,市国土资挂告字[2013]07号,,六盘水市国土资源局国有土地使用权挂牌出让公告,,|2013-G-05,,|德坞片区人民西路与马姚路交叉口东北侧,,|70年,|大于或等于1.8并且小于或等于4,|小于或等于30,|大于或等于30,,,|万元/公顷,,,|5910万元,|20万元,|2013年09月02日09时00分,|2013年09月13日16时00分,2013年08月12日 至 2013年09月11日 ,六盘水市公共资源交易中心 ,2013年08月12日 至 2013年09月11日 ,,2013年09月11日12时00分,2013年09月11日17时00分 ,六盘水市公共资源交易中心或六盘水市国土资源储备交易中心,,0858-8261682或0858-6708718,六盘水市财政局非税收入,六盘水市钟山区农村信用合作联社,28790100012012000,2020-04-29 10:08:06,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664961.html,bcf76f79ce8fead31ca84c40e2b94914,
清镇市国有建设用地使用权出让计划,2015年05月05日 15:25,贵州省自然资源厅,GZ000001/2015-14483,土地出让转让公告,贵州省自然资源厅,2015年05月05日,20150505,,清镇市国有建设用地使用权出让计划,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-29 10:08:07,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664962.html,f2dc9b47e4198edbe4adaf2ea4b9e89c,
凯里经济开发区国土资源分局国有土地使用权挂牌出让公告(凯开国土资告字[2015]08号),2015年05月13日 10:49,贵州省自然资源厅,GZ000001/2015-14484,土地出让转让公告,贵州省自然资源厅,2015年05月13日,20150513,,凯里经济开发区国土资源分局国有土地使用权挂牌出让公告(凯开国土资告字[2015]08号),,|凯开14-32号,|16974平方米,|贵州凯里经济开发区紫日茶业项目用地南侧、摆马大道东侧处,,|50年,|大于或等于0.7,|大于30,|小于20,,|工业用地,|万元/公顷,|411万元,,|411万元,|10万元,|2015年06月01日09时00分,,2015年05月12日 至 2015年06月08日 ,凯里经济开发区国土资源土地（矿权）交易中心（凯里经济开发区国土资源分局4楼土地交易中心办公室） ,2015年05月12日 至 2015年06月08日 ,凯里经济开发区国土资源土地（矿权）交易中心（凯里经济开发区国土资源分局4楼土地交易中心办公室） ,2015年06月08日16时00分 ,2015年06月08日17时00分 ,凯里经济开发区国土资源土地（矿权）交易中心,郭女士 杨先生,15885116622 0855-8558955 15185641805 0855-8558955,凯里经济开发区国土资源土地（矿权）交易中心,邮储银行凯里经济开发区支行,95200401000106000,2020-04-29 10:08:07,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664963.html,fa50722399f3d6d5f162a305175d4c7e,
湄潭县国土资源局国有土地使用权拍卖出让公告(湄国土资告字[2015]23号),2015年05月18日 10:04,贵州省自然资源厅,GZ000001/2015-14485,土地出让转让公告,贵州省自然资源厅,2015年05月18日,湄国土资告字[2015]23号,,湄潭县国土资源局国有土地使用权拍卖出让公告(湄国土资告字[2015]23号),,|CR2015-23-D3-09号|CR2015-23-D3-10号,|43.2平方米|43.2平方米,|湄潭县湄江镇温泉片区|湄潭县湄江镇温泉片区,,|50年|50年,|大于1并且小于或等于6|大于1并且小于或等于6,|小于100|小于100,,|小于22|小于22,|其他普通商品住房用地|其他普通商品住房用地,|万元/公顷|万元/公顷,|3万元|3万元,,,,,,2015年05月15日至2015年06月03日,,2015年05月15日至2015年06月03日,湄潭县国土资源局利用股,2015年06月03日16时00分,2015年06月03日17时00分,湄潭县国土资源局,陈先生、范女士、曾先生,0852-24226325,湄潭县国土资源局,中国建设银行股份有限公司湄潭支行,52001626236052505,2020-04-29 10:08:08,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664964.html,b8fad9d8ab2b87469057e2c8781770d8,
瓮安县国土资源局国有土地使用权挂牌出让公告(瓮国土资告字[2015]17号),2015年05月20日 10:59,贵州省自然资源厅,GZ000001/2015-14486,土地出让转让公告,贵州省自然资源厅,2015年05月20日,20150520,,瓮安县国土资源局国有土地使用权挂牌出让公告(瓮国土资告字[2015]17号),,|瓮国让2014-34|瓮国让2015-23,|6040平方米|79404平方米,|瓮安县瓮水街道办事处富水桥绿色食品工业园区|瓮安县瓮水街道办事处,,|50年|70年,|大于或等于1并且小于或等于1.5|大于或等于1并且小于或等于4.5,|小于或等于45|小于或等于40,|小于或等于20|大于或等于30,|小于或等于6|,|工业用地|中低价位、中小套型普通商品住房用地,|万元/公顷|万元/公顷,|105.7万元|3400万元,,|105.7万元|16619.2572万元,|6.04万元|79404万元,|2015年06月07日09时30分|2015年06月07日09时30分,,2015年05月18日至2015年06月15日,瓮安县公共资源交易中心B320办公室,2015年05月18日至2015年06月15日,瓮安县公共资源交易中心B320办公室,2015年06月15日16时00分,2015年06月15日16时00分,,,,,,,2020-04-29 10:08:09,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664965.html,6b0107961bf037ca431827fb35e1a451,
遵义县国土资源局国有土地使用权挂牌出让公告(遵县国土资告字[2015]第12号),2015年05月26日 08:53,贵州省自然资源厅,GZ000001/2015-14487,土地出让转让公告,贵州省自然资源厅,2015年05月26日,20150520,,遵义县国土资源局国有土地使用权挂牌出让公告(遵县国土资告字[2015]第12号),,|2015-43|2015-44|2015-45|2015-46|2015-47,|66605.79平方米|13873.62平方米|665平方米|13984平方米|9446.7平方米,|南白镇和平村|南白镇和平村|枫香镇枫胜居一组|龙坑镇龙坑社区|团溪镇和平村,,|70年|70年|70年|40年|50年,|大于或等于1并且小于或等于1.5|大于或等于1并且小于或等于1.5|大于或等于1并且小于或等于2.5|小于或等于2|小于或等于2,|小于或等于30|小于或等于30|小于或等于90|小于或等于35|小于或等于40,|大于30|大于30|||,,|中低价位、中小套型普通商品住房用地|中低价位、中小套型普通商品住房用地|中低价位、中小套型普通商品住房用地|其他商服用地|仓储用地,|万元/公顷|万元/公顷|万元/公顷|万元/公顷|万元/公顷,|2200万元|460万元|66万元|940万元|220万元,,||地面地价660元/平方米、楼面地价440元/平方米，||地面地价660元/平方米、楼面地价440元/平方米，||1210元/平方米，||680元/平方米，||290元/平方米，,,|2015年06月14日08时00分|2015年06月14日08时00分|2015年06月14日08时00分|2015年06月14日08时00分|2015年06月14日08时00分,,2015年05月25日至2015年06月13日,遵义县国土资源局土地交易中心,2015年06月14日至2015年06月24日,遵义县国土资源局土地交易中心,2015年06月24日17时00分,2015年06月26日10时00分,遵义县国土资源局土地交易中心,,,遵义县财政局,中国建设银行股份有限公司遵义支行,52001626036052505,2020-04-29 10:08:09,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664966.html,2c149fe126c54c025d691c6a6ab6c288,
贵阳市小河区国有建设用地使用权出让公告,2015年05月26日 08:58,贵州省自然资源厅,GZ000001/2015-14488,土地出让转让公告,贵州省自然资源厅,2015年05月26日,筑经开分土计告字（2015）第01号,,贵阳市小河区国有建设用地使用权出让公告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-29 10:08:10,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664967.html,c9002f227bd153042f4042e6499cdbe9,
瓮安县国土资源局国有土地使用权挂牌出让公告(瓮国土资告字[2015]20号),2015年05月28日 09:52,贵州省自然资源厅,GZ000001/2015-14489,土地出让转让公告,贵州省自然资源厅,2015年05月28日,瓮国土资告字[2015]20号    2015-5-27,,瓮安县国土资源局国有土地使用权挂牌出让公告(瓮国土资告字[2015]20号),,|瓮国让2014-39|瓮国让2014-40,|2038平方米|4070平方米,|瓮安县瓮水街道办事处富水桥绿色食品工业园区|瓮安县瓮水街道办事处富水桥绿色食品工业园区,,|40年|50年,|小于或等于2.2|大于或等于1并且小于或等于1.5,|小于或等于41|小于或等于45,|大于或等于20|小于或等于20,|小于或等于6|小于或等于6,|其他商服用地|工业用地,|万元/公顷|万元/公顷,|244.56万元|72.039万元,,|244.56万元|72.039万元,|2.038万元|4.07万元,|2015年06月16日09时30分|2015年06月16日09时30分,,2015年05月27日至2015年06月23日,瓮安县公共资源交易中心B320办公室,2015年05月27日至2015年06月23日,瓮安县公共资源交易中心B320办公室,2015年06月23日16时00分,2015年06月23日16时00分,,,,,,,2020-04-29 10:08:10,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664968.html,c81f2c3419c2a20f1e7c22fab2c7159b,
